barcode,sku,product_name,comment,source_page
9360851005076,FF-SML,FindeeFrendz - Kids FindMy Tracker - Smiley,,9
9360851005083,FF-ROC,FindeeFrendz - Kids FindMy Tracker - Rocket,,9
9360851005090,AS-WAA-BLK,AiraSound - Wireless Audio Adapter,,9
9360851005106,PP3-BLK,"PowerPack 3 - 10,000mAh Power Bank - Black",,9
9360851005113,PP3-WHT,"PowerPack 3 - 10,000mAh Power Bank - White",,9
9360851005120,PD2-BLK,PowerDock 2 - 4 in 1 Charging Dock - Black,,9
9360851005137,PD2-WHT,PowerDock 2 - 4 in 1 Charging Dock - White,,9
9360851005144,PP3CD-BLK,PowerPack 3 Charging Dock - Black,,9
9360851005151,PP3CD-WHT,PowerPack 3 Charging Dock - White,,9
9360851005168,GB-M-XMAS,Gift Bag - Medium - Xmas,,9
9360851005175,GB-S-XMAS,Gift Bag - Small - Xmas,,9
9360851005182,PPS2PRO-TB,PowerPack Slim 2 Pro - Titan Black,,9
9360851005199,PB4-BGE,PowerBase 4 - Sandy Beige,,9
9360851005205,PB4-BRW,PowerBase 4 - Cocoa Brown,,9
9360851005212,PPS2PRO-PW,PowerPack Slim 2 Pro - Platinum White,,9
9360851005229,PP3CA-C-BLK,PowerPack 3 - USB-C Cable - Black,,9
9360851005236,PP3CA-C-WHT,PowerPack 3 - USB-C Cable - White,,9
9360851005243,PP3CA-L-BLK,PowerPack 3 - Lightning Cable - Black,,9
9360851005250,PP3CA-L-WHT,PowerPack 3 - Lightning Cable - White,,9
9360851005267,WC2-BGE,Watch Charger - Sandy Beige,,9
9360851005274,WC2-BRW,Watch Charger - Cocoa Brown,,9
9360851005281,PPU2-PNK,PowerPack Universal 2 - Blush Pink,,9
9360851005298,PPU2-PNK-2C,PowerPack Universal 2 - Dual C - Blush Pink,,9
9360851005304,PPU2-BGE,PowerPack Universal 2 - Sandy Beige,,9
9360851005311,PPU2-BGE-2C,PowerPack Universal 2 - Dual C - Sandy Beige,,10
9360851005328,PPU2-GRN,PowerPack Universal 2 - Mint Green,,10
9360851005335,PPU2-GRN-2C,PowerPack Universal 2 - Dual C - Mint Green,,10
9360851005342,TLS-WHT,Trvlr Luggage Scale - White,,10
9360851005359,GAN30WAU-WHT,30W GaN Charger - White,,10
9360851005366,PLGAC-PPU2-WHT,PPU2 AC Plug - White,,10
9360851005373,PLGAC-PPU2-BLK,PPU2 AC Plug - Black,,10
9360851005380,PLGAC-PPU2-BLU,PPU2 AC Plug - Blue,,10
9360851005397,PLGAC-PPU2-LVP,PPU2 AC Plug - Purple,,10
9360851005403,PPS3-WHT,PowerPack Slim 3 - Crisp White,,10
9360851005410,PPS3-BLU,PowerPack Slim 3 - Sky Blue,,10
9360851005427,PPS3-BLK,PowerPack Slim 3 - Midnight Black,,10
9360851005434,PPS3-PNK,PowerPack Slim 3 - Blush Pink,,10
9360851005441,PPM2-BLK,PowerPack Mini 2 - Midnight Black,,10
9360851005458,PPM2-WHT,PowerPack Mini 2 - Crisp White,,10
9360851005465,PPM2-BLU,PowerPack Mini 2 - Sky Blue,,10
9360851005472,PPM2-LVP,PowerPack Mini 2 - Lavender Purple,,10
9360851005489,PPM2-AW-BLK,PowerPack Mini 2 - Apple Watch - Midnight Black,,10
9360851005496,PPM2-AW-WHT,PowerPack Mini 2 - Apple Watch - Crisp White,,10
9360851005502,PPM2-AW-BLU,PowerPack Mini 2 - Apple Watch - Sky Blue,,10
9360851005519,PPM2-AW-LVP,PowerPack Mini 2 - Apple Watch - Lavender Purple,,10
9360851005526,PPM2-SW-BLK,PowerPack Mini 2 - Samsung Watch - Midnight Black,,10
9360851005533,PPM2-SW-WHT,PowerPack Mini 2 - Samsung Watch - Crisp White,,10
9360851005540,PPM2-SW-BLU,PowerPack Mini 2 - Samsung Watch - Sky Blue,,10
9360851005557,PPM2-SW-LVP,PowerPack Mini 2 - Samsung Watch - Lavender Purple,,10
9360851005564,PPRM-BLK,PowerPack Roam Max - Midnight Black,,10
9360851005571,PPRM-WHT,PowerPack Roam Max - Crisp White,,10
9360851005588,TVB-19L-BLK,Trvlr Vacuum Bag - 19L - Black,,10
9360851005595,PPMX-10K-BLK,"PowerPack Max - 10,000mAh - Midnight Black",,10
9360851005601,PPMX-10K-BLK,"PowerPack Max - 10,000mAh - Crisp White",,10
9360851005618,PPMX-10K-BLK,"PowerPack Max - 10,000mAh - Sky Blue",,10
9360851005625,PPMX-10K-BLK,"PowerPack Max - 10,000mAh - Blush Pink",,10
9360851005632,PPMX-20K-BLK,"PowerPack Max - 20,000mAh - Midnight Black",,10
9360851005649,PPMX-20K-WHT,"PowerPack Max - 20,000mAh - Crisp White",,10
9360851005656,PPMX-20K-BLU,"PowerPack Max - 20,000mAh - Sky Blue",,10
9360851005663,PPMX-20K-PNK,"PowerPack Max - 20,000mAh - Blush Pink",,10
